LAMMPS data file via write_data, version 29 Sep 2021, timestep = 125000

3375 atoms
1 atom types

0 17.142190805656533 xlo xhi
0 17.142190805656533 ylo yhi
0 17.142190805656533 zlo zhi

Masses

1 1

Pair Coeffs # lj/smooth

1 1 1

Atoms # atomic

1089 1 0.19470311185975794 0.45364772925474717 0.9851467329335314 0 1 0
1417 1 1.6766128491667727 0.9541160531381705 0.29727440448506537 1 0 0
2826 1 1.1511778840364915 0.1512448174445361 1.0875242662095697 1 1 1
1418 1 1.0204909482307505 1.1235360039653755 1.6990375161010716 1 0 1
2819 1 2.6549091181019264 0.7779172229095443 0.9434503291597656 1 1 0
197 1 4.948126104895907 0.20960643916066699 0.6520629116263883 -1 1 1
371 1 4.554537297294732 1.2098928255677368 0.9397193233014546 0 0 0
2141 1 3.512618027587842 1.317537862099228 1.6749105450058595 0 0 0
2072 1 3.898267390401229 0.11307909170421329 0.9728415808246548 1 1 1
2843 1 3.6000657685372452 1.3666875126058868 0.5671140716029607 -1 1 1
979 1 5.305801466994008 0.4423470605390387 1.5829429983455128 0 0 0
2812 1 6.248164869428995 0.4039349184422593 1.03871154704787 1 0 1
2747 1 6.518953713021239 1.442957928769245 0.27800883205408355 0 0 1
579 1 5.903456773648547 1.5280386882236976 1.095451471985149 0 1 1
1557 1 7.148345046018651 0.6608979845365197 1.5438847807447813 1 1 -1
2454 1 7.047608926990077 0.13722115929254738 0.451781138239815 1 0 1
2530 1 9.292619954113256 1.2857008052940249 0.4568040018507309 0 1 1
2951 1 8.892295002743786 0.32178543598176135 0.27341439069307066 0 0 1
2371 1 10.66186427943009 0.1584368533644569 0.032489824334150694 -1 2 1
2199 1 11.067819383281655 0.7439493605205179 1.0877526208125374 -1 2 2
2318 1 11.777758863594842 0.24667466692407194 0.1852401398539582 -1 0 0
937 1 12.566145969800488 1.6967159252963013 0.9242347868995929 -1 0 1
3008 1 12.025665928095313 0.6062443549451683 1.2413564007595657 1 1 1
1995 1 13.156138688694288 1.4587948842385023 1.6728050603100526 1 0 1
120 1 12.665232251457564 0.8059422511413638 0.061723026066255904 -1 0 0
168 1 13.353636581866276 1.022498110020461 0.7837341375122853 -1 1 1
2056 1 15.045079370933795 0.9237679089485963 0.8030774576764494 0 0 1
102 1 13.959406122129202 0.745672726230585 1.5762853295119188 1 1 1
2638 1 14.18470691083488 1.1705412018461354 0.3421084890511857 -1 3 2
777 1 15.6082197927853 1.5231724942889433 0.02869977962936422 0 1 1
2948 1 15.49649465711944 0.08699550024990224 1.700084934013093 0 0 1
294 1 16.935951468119 1.5875522232197246 0.6374833608634681 0 -1 1
1438 1 15.88956331600582 1.1074223469171416 1.4069060872322225 0 1 1
2266 1 16.29715367826476 0.8001934743142317 0.10430853989696887 -1 1 0
2762 1 0.26334416835386587 2.2146357927305313 1.3744087845971853 2 0 0
3371 1 0.9217393983250539 2.7850271932926445 0.11774763203202818 2 0 1
2905 1 0.9110783680149575 1.799645077556985 0.04628615910781062 -1 2 0
1910 1 2.2252461011268996 3.084337024854819 0.3277195795344254 0 1 1
2377 1 1.7380462802224828 2.351084139526839 1.1772976068961971 0 1 2
1268 1 2.7072320602721143 1.7191869262452961 0.22385474421673598 1 -1 1
1274 1 3.2381145233578996 2.09794566969853 1.0986263052275582 1 0 1
1319 1 3.153259993161776 2.70901643849851 0.1723383246998533 1 1 0
522 1 5.137580604009616 2.04054586524589 0.17803116242065944 1 -1 0
3055 1 4.139852050672319 2.79163563475681 0.6363840526171455 0 0 1
698 1 5.415394388863841 3.162480376455858 0.007339737110093836 0 0 2
699 1 6.613924038192868 2.531917996364975 1.0959831290756503 0 -1 1
918 1 5.706448503934956 3.047587244163124 1.4974464823255442 -1 0 0
1063 1 7.280642088383255 2.308151689376411 0.2183167493408847 0 1 0
561 1 8.364922925399442 3.072953713425434 0.7614488206005636 0 0 1
2364 1 8.35206109733979 1.7733040457440676 0.9028162483466913 0 1 0
1936 1 9.135497793267316 1.7408542715722264 1.7002362267652473 0 -1 1
3081 1 9.22766672423594 2.832083800236756 1.483878193521351 -1 0 0
2716 1 9.077290870998269 2.584697198238274 0.2550098417279687 -1 -1 0
3216 1 10.111669106122296 2.5426103418726465 0.6220903624451696 0 0 2
2745 1 11.528766606526307 1.88800023619821 0.7324958285360621 1 1 1
785 1 10.585691677664547 3.244900813573115 1.3180696153961031 1 -1 -1
3354 1 11.01012416170862 3.04865323790608 0.3004235434213889 -1 1 1
1503 1 11.23864587713553 2.397167311618556 1.6950199047435084 0 1 1
2837 1 11.976851254751187 3.3881248657437033 0.2126616478654231 0 0 2
1598 1 13.628936330062727 2.3247502517440886 0.06818174776933325 1 -1 1
2250 1 12.491799115439534 2.774398163032848 1.082646663126165 -1 0 2
872 1 14.640292174167797 2.0312364922381727 0.2128341159340093 0 0 0
2201 1 13.805548430686251 2.4672903197895275 1.0675436492709853 -1 1 1
3196 1 17.136048050309082 2.5722472290284477 0.45554435806145677 -1 0 2
