Step    PotEng
1560000 0.362973360997114
1560050 0.090193342834877
1560100 0.82550243236672
1560150 0.0963345721535765
1560200 1.21277775884532
1560250 1.28889356870581
1560300 0.455827417795569
1560350 0.0227533936547109
1560400 0.0887474863030966
1560450 0.63487541374169
1560500 0.839459341433453
1560550 1.40895557299701
1560600 1.65503268680802
1560650 0.638348347349457
1560700 2.10104840206819
1560750 0.624248199386779
1560800 1.22486371351011
1560850 0.487759689314934
1560900 0.885327392564485
1560950 0.190888430521148
1561000 0.184260972818403
1561050 0.172173343713944
1561100 0.207737254023632
1561150 0.315431507635429
1561200 0.0244582675431727
1561250 0.526687968652437
1561300 0.993443524535634
1561350 0.259342177588506
1561400 0.497456295800106
1561450 0.193001055512033
1561500 3.84108563317321
1561550 0.185105640551967
1561600 1.1744063125204
1561650 0.893535517131855
1561700 1.85461639798116
1561750 0.321975131631203
1561800 0.764717978285384
1561850 0.671333544757263
1561900 0.833130966268573
1561950 0.760872265351493
1562000 1.11918775573146
1562050 0.650181374383793
1562100 0.516615105203983
1562150 1.28200793283401
1562200 1.09108927600737
1562250 0.867338490661714
1562300 0.351979447808257
1562350 0.776032821023351
1562400 2.31346912176764
1562450 2.37255238752221
1562500 1.25163795320476
1562550 0.888445288721387
1562600 0.536801187126736
1562650 0.780322786657699
1562700 0.80977114618891
1562750 0.0570616510871302
1562800 0.0362435190194467
1562850 0.0601301677075978
1562900 0.273543103105874
1562950 0.858424659687964
1563000 0.824561134950818
1563050 1.22488705736806
1563100 0.696762660046356
1563150 0.00496644628389909
1563200 0.0235776017565911
1563250 0.130629782151433
1563300 0.00826737756173086
1563350 0.664755473759485
1563400 1.97786999543485
1563450 0.514710558908103
1563500 1.52390028452519
1563550 0.393210201764777
1563600 0.39587787058073
1563650 0.0793959457304569
1563700 1.89241412866929
1563750 0.212237433695828
1563800 0.19373453131421
1563850 2.08729071409458
1563900 2.0908963254872
1563950 0.388344281536795
1564000 0.363943033167158
1564050 0.532183151964956
1564100 0.131205572010954
1564150 0.06709830585498
1564200 0.0923980600226971
1564250 2.44072864500406
1564300 0.191083273560317
1564350 1.47261944002336
1564400 1.23186636055713
1564450 0.351760435506327
1564500 1.47686681045024
