thermo_style    custom step time temp ke pe etotal press vol f_tpi[1]
run             500000
Per MPI rank memory allocation (min/avg/max) = 3.654 | 3.654 | 3.654 Mbytes
Step Time Temp KinEng PotEng TotEng Press Volume f_tpi[1] 
  101450        202.9    1.4435348    2.1631369   -4.7664033   -2.6032664    2.0527729    1315.7895     1.600256 
  101500          203    1.3630762    2.0425697   -4.6556327    -2.613063    2.4234382    1315.7895    4.4298204 
  101550        203.1     1.419665     2.127368   -4.7154669   -2.5880989    2.1565344    1315.7895  -0.25911344 
  101600        203.2    1.3988925    2.0962404   -4.6509339   -2.5546935    2.4204838    1315.7895    2.5976482 
  101650        203.3    1.4053744    2.1059536   -4.7018012   -2.5958476    2.3234265    1315.7895    9.1083171 
  101700        203.4    1.3955935    2.0912968   -4.7772567   -2.6859599    2.0892956    1315.7895  -0.65242368 
  101750        203.5    1.3538037    2.0286748    -4.714126   -2.6854512    2.3357926    1315.7895    4.7453974 
  101800        203.6    1.3845054    2.0746814    -4.795861   -2.7211796    1.9513096    1315.7895    2.8911807 
  101850        203.7    1.3606974    2.0390051   -4.6917677   -2.6527626    2.3498269    1315.7895    1.4659354 
  101900        203.8    1.3759653     2.061884    -4.701126   -2.6392419    2.3137186    1315.7895   0.60002392 
  101950        203.9    1.3332828    1.9979242   -4.7136476   -2.7157233    2.2163046    1315.7895    7.4011251 
  102000          204    1.3849312    2.0753194   -4.7554266   -2.6801072     2.106974    1315.7895   -1.5258064 
  102050        204.1    1.3816236     2.070363   -4.7075107   -2.6371477    2.3207558    1315.7895  -0.80392057 
  102100        204.2    1.4050386    2.1054504   -4.6879576   -2.5825073    2.4825636    1315.7895    2.1265807 
  102150        204.3    1.4688521    2.2010749    -4.803294   -2.6022191    2.0035449    1315.7895    2.4542722 
  102200        204.4    1.4051842    2.1056685   -4.7377298   -2.6320613    2.1302519    1315.7895    8.1397553 
  102250        204.5    1.3645228    2.0447374   -4.7173494   -2.6726121    2.2026271    1315.7895    16.658969 
  102300        204.6    1.3687092    2.0510108   -4.6828256   -2.6318148    2.4274893    1315.7895    6.6676602 
  102350        204.7    1.4055148     2.106164   -4.7167406   -2.6105766    2.3218849    1315.7895    4.3828206 
  102400        204.8    1.3991477    2.0966228   -4.7112682   -2.6146454    2.3211842    1315.7895  -0.83171844 
  102450        204.9    1.4017924    2.1005859   -4.7137546   -2.6131687    2.2788612    1315.7895    3.4392959 
  102500          205     1.391746    2.0855313   -4.6797017   -2.5941704    2.4522583    1315.7895   -1.5662189 
  102550        205.1    1.4639094    2.1936682    -4.720143   -2.5264748     2.314023    1315.7895    2.3452413 
  102600        205.2    1.4502558    2.1732083   -4.6829356   -2.5097274    2.5511423    1315.7895   0.89003231 
  102650        205.3    1.4368167    2.1530698   -4.7025847   -2.5495149    2.3882956    1315.7895    3.8397917 
  102700        205.4    1.4153991    2.1209756   -4.7196478   -2.5986722    2.2678898    1315.7895   0.66148116 
  102750        205.5    1.4040138    2.1039147   -4.7289886   -2.6250739    2.1917245    1315.7895   0.52579248 
  102800        205.6    1.3499177    2.0228516   -4.6887077   -2.6658561    2.3258077    1315.7895  -0.87739355 
  102850        205.7    1.3986885    2.0959347   -4.7305951   -2.6346605    2.2175874    1315.7895    4.8908933 
  102900        205.8    1.4264925     2.137599   -4.7110911   -2.5734921     2.302509    1315.7895     7.722907 
  102950        205.9    1.4089341    2.1112877   -4.6540261   -2.5427384    2.5789303    1315.7895    3.8399317 
  103000          206    1.4528462    2.1770901   -4.7508324   -2.5737423    2.1433459    1315.7895   0.90597827 
  103050        206.1    1.4333639    2.1478958   -4.7279353   -2.5800395    2.1916133    1315.7895    4.9668701 
  103100        206.2     1.365663     2.046446    -4.699935   -2.6534889    2.3073413    1315.7895   -0.3264415 
  103150        206.3    1.3800777    2.0680465   -4.6684906   -2.6004441    2.4613979    1315.7895    2.5239219 
  103200        206.4    1.4099108    2.1127513   -4.7874565   -2.6747052    1.9475908    1315.7895    -1.407441 
  103250        206.5    1.3684372    2.0506031   -4.6909559   -2.6403528    2.3752593    1315.7895    2.0530276 
  103300        206.6    1.3735874    2.0583207   -4.7292974   -2.6709767    2.2159173    1315.7895    4.3326305 
  103350        206.7    1.3786974     2.065978   -4.7372574   -2.6712794    2.1477064    1315.7895    2.7415379 
  103400        206.8    1.3491429    2.0216906   -4.6824715    -2.660781     2.389963    1315.7895     1.631046 
  103450        206.9    1.4163779    2.1224423   -4.6829949   -2.5605526    2.5368888    1315.7895  -0.29333835 
  103500          207    1.4505091    2.1735879    -4.717097   -2.5435092    2.3947739    1315.7895    2.7886113 
  103550        207.1    1.3720804    2.0560625    -4.630535   -2.5744726    2.7096609    1315.7895    5.8386366 
  103600        207.2    1.4230513    2.1324424   -4.6819734    -2.549531    2.4547636    1315.7895   0.21541438 
  103650        207.3    1.4220683    2.1309694   -4.6655723   -2.5346029    2.5087086    1315.7895   -1.3559345 
  103700        207.4    1.4533525    2.1778488   -4.7211587   -2.5433099    2.4048844    1315.7895   0.62827227 
  103750        207.5    1.4007272    2.0989898   -4.7251754   -2.6261856    2.3054344    1315.7895    3.7806698 
  103800        207.6    1.3773013     2.063886   -4.7210625   -2.6571764    2.2727004    1315.7895    5.1111053 
  103850        207.7    1.3860829    2.0770452   -4.7460772   -2.6690321    2.2277468    1315.7895  0.026258239 
  103900        207.8    1.4197816    2.1275427   -4.7386005   -2.6110578    2.2756647    1315.7895     4.674837 
  103950        207.9    1.3987805    2.0960725   -4.6916797   -2.5956071    2.4392144    1315.7895    7.8565997 
  104000          208    1.4396175    2.1572668   -4.7275778    -2.570311    2.2562216    1315.7895     -1.31707 
  104050        208.1    1.3961907    2.0921918    -4.683808   -2.5916162    2.3409901    1315.7895    2.1561936 
  104100        208.2     1.414194    2.1191697   -4.7101359   -2.5909662    2.2762526    1315.7895  0.048057041 
  104150        208.3    1.4145101    2.1196433    -4.731851   -2.6122077    2.1769636    1315.7895   -1.7315114 
  104200        208.4     1.406013    2.1069105   -4.6751416   -2.5682311    2.4163582    1315.7895    7.0289973 
  104250        208.5    1.3870463    2.0784889   -4.7187638    -2.640275    2.2934798    1315.7895    11.101041 
  104300        208.6    1.3842949    2.0743658   -4.6979376   -2.6235717    2.3530462    1315.7895    7.0540161 
  104350        208.7    1.4229168    2.1322408   -4.7429802   -2.6107393    2.1874718    1315.7895   -1.7377693 
  104400        208.8    1.4086598    2.1108766   -4.6821592   -2.5712825    2.5098106    1315.7895    6.5765766 
  104450        208.9    1.4127904    2.1170665   -4.6391573   -2.5220909    2.6780822    1315.7895   -0.9328188 
  104500          209    1.4296068    2.1422658   -4.6839448    -2.541679      2.43939    1315.7895 -0.036816246 
  104550        209.1    1.3906033     2.083819   -4.6287183   -2.5448993     2.592933    1315.7895    2.0206785 
  104600        209.2    1.4123661    2.1164306    -4.732098   -2.6156674    2.2259868    1315.7895    2.9314316 
  104650        209.3    1.4266964    2.1379045    -4.738943   -2.6010384    2.1889714    1315.7895    4.8938276 
  104700        209.4    1.3944582    2.0895956   -4.6987556     -2.60916    2.3366144    1315.7895   -1.1074311 
  104750        209.5    1.3972597    2.0937936   -4.7353966    -2.641603    2.2561176    1315.7895     1.571052 
  104800        209.6     1.414256    2.1192626   -4.7080627   -2.5888001    2.2966884    1315.7895   0.47810977 
  104850        209.7     1.430456    2.1435383   -4.7172745   -2.5737361    2.2890259    1315.7895    5.1785031 
  104900        209.8    1.3661983    2.0472481   -4.7083722   -2.6611242    2.2558667    1315.7895     4.924558 
  104950        209.9    1.2956729    1.9415658   -4.6643425   -2.7227766    2.4264436    1315.7895    2.8119929 
  105000          210    1.3573767     2.034029   -4.7475365   -2.7135075    2.1556019    1315.7895   0.33982112 
  105050        210.1    1.3561936    2.0322561   -4.7141653   -2.6819092    2.3061782    1315.7895    1.2361205 
  105100        210.2    1.3984025    2.0955061   -4.7663533   -2.6708472    2.0670912    1315.7895     3.946159 
  105150        210.3    1.3628602     2.042246   -4.6988304   -2.6565844    2.3536199    1315.7895    7.3116888 
  105200        210.4    1.4047334     2.104993    -4.690654    -2.585661    2.3763988    1315.7895   0.64620098 
  105250        210.5     1.425493    2.1361013   -4.7245638   -2.5884625    2.2834741    1315.7895    1.2167931 
  105300        210.6     1.408617    2.1108126   -4.7569342   -2.6461216    2.1763321    1315.7895   -0.2851163 
  105350        210.7    1.3395996    2.0073899   -4.6592206   -2.6518306    2.5773899    1315.7895    1.2236263 
  105400        210.8    1.3989426    2.0963155    -4.791005   -2.6946895    1.9743588    1315.7895  -0.63050515 
  105450        210.9    1.3715966    2.0553375   -4.7436364   -2.6882989    2.1713803    1315.7895   0.51252759 
  105500          211    1.3768985    2.0632825   -4.7124819   -2.6491995    2.2532302    1315.7895    2.6463359 
  105550        211.1     1.325495    1.9862543   -4.6661873   -2.6799331     2.432747    1315.7895   0.21605652 
  105600        211.2    1.3704729    2.0536537   -4.7249469   -2.6712932    2.1630854    1315.7895    1.9846018 
  105650        211.3    1.4288325    2.1411055   -4.7671329   -2.6260275    2.0462653    1315.7895   0.90035045 
  105700        211.4    1.4132464    2.1177497   -4.8063649   -2.6886152    1.8566323    1315.7895    2.3208499 
  105750        211.5    1.4091123    2.1115548   -4.7699275   -2.6583727    2.0966609    1315.7895   -2.7221641 
  105800        211.6    1.3957853    2.0915842   -4.6946873   -2.6031031    2.3923026    1315.7895    1.0182599 
  105850        211.7    1.4527301    2.1769161   -4.7403658   -2.5634497    2.2032182    1315.7895   0.93827505 
  105900        211.8    1.3923586    2.0864494   -4.7327042   -2.6462548    2.1955841    1315.7895    2.9042174 
  105950        211.9    1.3513728    2.0250322   -4.6921359   -2.6671037    2.3632304    1315.7895  -0.81891099 
  106000          212    1.3730802    2.0575607   -4.7288608   -2.6713002    2.2690568    1315.7895   0.86534163 
  106050        212.1    1.3770854    2.0635625   -4.7262777   -2.6627152    2.2145195    1315.7895    4.0258363 
  106100        212.2    1.3841208     2.074105   -4.7237578   -2.6496527    2.2274543    1315.7895   -1.4953271 
  106150        212.3    1.3941054    2.0890669     -4.67903    -2.589963    2.4476245    1315.7895   0.27697163 
  106200        212.4    1.4346837    2.1498736   -4.7198942   -2.5700206     2.301866    1315.7895    6.5276702 
  106250        212.5    1.3241646    1.9842606   -4.6242642   -2.6400036    2.6245916    1315.7895   0.83034312 
  106300        212.6    1.3481607    2.0202188   -4.7418329   -2.7216142    2.0923939    1315.7895    4.8294723 
  106350        212.7    1.3365158    2.0027689   -4.7460994   -2.7433305    2.0749628    1315.7895    5.2290375 
  106400        212.8    1.3484576    2.0206637   -4.7504004   -2.7297366    2.0953184    1315.7895   0.76813347 
  106450        212.9    1.3579159    2.0348369    -4.752067     -2.71723    2.0959152    1315.7895    11.294944 
  106500          213    1.3288971    1.9913523   -4.7457997   -2.7544474    2.1254499    1315.7895    2.0921786 
  106550        213.1    1.3212437    1.9798837   -4.6989828   -2.7190991    2.3565431    1315.7895    1.5975219 
  106600        213.2    1.3808569    2.0692141   -4.7809062   -2.7116922    2.0196238    1315.7895    7.7801058 
  106650        213.3    1.3841715     2.074181   -4.7328806   -2.6586996    2.1872967    1315.7895    9.6262358 
  106700        213.4     1.381449    2.0701013   -4.7064537   -2.6363524    2.2712423    1315.7895     2.701951 
  106750        213.5    1.3701891    2.0532284   -4.6715941   -2.6183658     2.483726    1315.7895    2.5364441 
  106800        213.6    1.3644828    2.0446775   -4.7316957   -2.6870182    2.2381015    1315.7895   0.12827411 
  106850        213.7     1.324601    1.9849146   -4.6929024   -2.7079879    2.3369985    1315.7895  -0.83389723 
  106900        213.8    1.3391048    2.0066485   -4.7629491   -2.7563005      2.03072    1315.7895   0.77914468 
  106950        213.9    1.3750457     2.060506   -4.7458711   -2.6853652    2.1497593    1315.7895    4.3796643 
  107000          214    1.4003847    2.0984764   -4.7220405   -2.6235641    2.2587176    1315.7895  -0.57845337 
  107050        214.1    1.4345638    2.1496939   -4.7299578   -2.5802639    2.3093503    1315.7895    1.2042875 
  107100        214.2    1.4408723    2.1591471    -4.750724   -2.5915769    2.1711954    1315.7895    2.2885749 
  107150        214.3    1.4284732    2.1405672   -4.7288549   -2.5882877    2.1967539    1315.7895    3.8640027 
  107200        214.4    1.4805858    2.2186579   -4.7846249    -2.565967     2.057668    1315.7895   -0.7829892 
  107250        214.5    1.4478094    2.1695424   -4.8168789   -2.6473365    1.9225548    1315.7895    -1.018626 
  107300        214.6    1.4026191    2.1018248   -4.7162532   -2.6144284    2.3024845    1315.7895     4.452598 
  107350        214.7    1.3626531    2.0419356   -4.6938665   -2.6519309    2.4634241    1315.7895    1.0828674 
  107400        214.8    1.3969334    2.0933047    -4.741252   -2.6479474    2.1972955    1315.7895     1.546379 
  107450        214.9    1.4122927    2.1163206   -4.7743399   -2.6580194    2.0318982    1315.7895    3.7539282 
  107500          215    1.3949113    2.0902745   -4.7396315    -2.649357    2.1395554    1315.7895     2.017741 
  107550        215.1    1.4024822    2.1016196   -4.7259893   -2.6243696    2.2104228    1315.7895    1.2773326 
  107600        215.2    1.4049009     2.105244   -4.6978065   -2.5925626    2.4008588    1315.7895   -1.4429647 
  107650        215.3      1.45514    2.1805273   -4.7328485   -2.5523212    2.2653915    1315.7895    1.8619781 
  107700        215.4    1.4319708    2.1458082   -4.7368059   -2.5909976    2.2081098    1315.7895    3.9064993 
  107750        215.5    1.4115598    2.1152224   -4.6864236   -2.5712012    2.4398387    1315.7895     5.442244 
  107800        215.6    1.4317042    2.1454087   -4.6675436   -2.5221349    2.5313803    1315.7895   0.31249798 
  107850        215.7    1.4579841    2.1847891    -4.723602   -2.5388129    2.2916766    1315.7895   -1.2065581 
  107900        215.8    1.4975596     2.244093   -4.7366092   -2.4925162    2.2547377    1315.7895     1.805231 
  107950        215.9    1.4224238     2.131502    -4.705699    -2.574197    2.2986492    1315.7895    2.7358889 
  108000          216    1.4509375    2.1742298   -4.7376924   -2.5634626     2.151135    1315.7895  -0.60623153 
  108050        216.1    1.4095549     2.112218   -4.6963309   -2.5841129    2.3469897    1315.7895    1.8965577 
  108100        216.2    1.4212769    2.1297834   -4.7374603   -2.6076768    2.1643963    1315.7895    2.9200044 
  108150        216.3    1.4165617    2.1227178   -4.6844699   -2.5617521    2.3923065    1315.7895    3.4288165 
  108200        216.4    1.4152233    2.1207121    -4.662359   -2.5416469    2.5724286    1315.7895  -0.13012591 
  108250        216.5    1.4732346     2.207642   -4.7486632   -2.5410212    2.2784867    1315.7895  -0.96349053 
  108300        216.6    1.4410651     2.159436   -4.6923691   -2.5329331    2.4472033    1315.7895   0.74753197 
  108350        216.7    1.4137243    2.1184659   -4.6775634   -2.5590975    2.5091433    1315.7895    9.4448169 
  108400        216.8     1.451657     2.175308   -4.7705541   -2.5952461    2.1675772    1315.7895    8.0821072 
  108450        216.9    1.3883909    2.0805037   -4.7256626   -2.6451589    2.2668024    1315.7895    3.4322567 
  108500          217    1.4016936    2.1004379   -4.6847454   -2.5843075    2.4141117    1315.7895    3.7719561 
  108550        217.1    1.3685905    2.0508328   -4.6417305   -2.5908977    2.5268542    1315.7895    1.6063699 
  108600        217.2    1.4260357    2.1369144   -4.7188753   -2.5819608    2.2378373    1315.7895  -0.66818185 
  108650        217.3    1.4221908    2.1311529   -4.7188416   -2.5876886    2.2128164    1315.7895    4.9829505 
  108700        217.4    1.4151132    2.1205471   -4.6608825   -2.5403354    2.5240907    1315.7895    5.5592162 
  108750        217.5    1.4267636    2.1380053   -4.6952136   -2.5572084     2.380216    1315.7895   0.40056965 
  108800        217.6    1.4381515      2.15507    -4.648941   -2.4938709    2.5497475    1315.7895    2.1105328 
  108850        217.7    1.4104178     2.113511   -4.6812248   -2.5677138    2.4554147    1315.7895    4.3045937 
  108900        217.8    1.4550572    2.1804032   -4.7376629   -2.5572597    2.2825632    1315.7895    1.3942584 
  108950        217.9    1.4255988    2.1362599   -4.7027261   -2.5664662    2.4025251    1315.7895    1.6502632 
  109000          218    1.4047054     2.104951    -4.694553    -2.589602    2.4538847    1315.7895 -0.022805095 
  109050        218.1    1.4060979    2.1070378   -4.7390955   -2.6320578    2.2380092    1315.7895   -1.7519664 
  109100        218.2    1.3685186    2.0507251   -4.6912611    -2.640536    2.4190632    1315.7895   -1.0326368 
  109150        218.3    1.4169937    2.1233651   -4.7178666   -2.5945015      2.34537    1315.7895   0.36480404 
  109200        218.4    1.4245723    2.1347217   -4.6872336   -2.5525119    2.5201519    1315.7895  -0.17454124 
  109250        218.5    1.4521499    2.1760467   -4.6772857    -2.501239    2.5828188    1315.7895    8.5644341 
  109300        218.6    1.4459295    2.1667253   -4.6780019   -2.5112766      2.54725    1315.7895  -0.71608954 
  109350        218.7    1.5018489    2.2505205   -4.7606664   -2.5101459     2.174374    1315.7895   0.25993533 
  109400        218.8    1.3757482    2.0615587   -4.6524395   -2.5908808    2.5698079    1315.7895    1.3979575 
  109450        218.9    1.4053778    2.1059586   -4.7505536   -2.6445949    2.1643101    1315.7895    6.6021598 
  109500          219    1.4107755     2.114047   -4.6980743   -2.5840273    2.3945287    1315.7895    2.0165632 
  109550        219.1    1.4054912    2.1061286   -4.7090895   -2.6029609    2.2674669    1315.7895   -0.6027579 
  109600        219.2    1.4291279    2.1415481   -4.7912246   -2.6496765    1.9217557    1315.7895    3.9885463 
  109650        219.3     1.438217    2.1551681   -4.7783794   -2.6232113     2.106354    1315.7895  -0.60934263 
  109700        219.4    1.4204919    2.1286072   -4.7244411   -2.5958339    2.2962762    1315.7895    1.5432353 
  109750        219.5    1.3578119    2.0346812   -4.7198527   -2.6851715    2.2375207    1315.7895     4.343829 
  109800        219.6    1.3815857    2.0703062   -4.6783055   -2.6079993     2.394729    1315.7895    1.8810607 
  109850        219.7    1.4323309    2.1463479   -4.7267546   -2.5804067     2.220131    1315.7895   -1.1111994 
  109900        219.8      1.40825    2.1102626   -4.6758206    -2.565558    2.4217715    1315.7895   0.63051316 
  109950        219.9    1.4152529    2.1207565   -4.7225719   -2.6018154     2.243458    1315.7895   -1.0230447 
  110000          220    1.3695146    2.0522176    -4.689984   -2.6377664    2.3737339    1315.7895    1.9831752 
  110050        220.1    1.3836946    2.0734664   -4.7456355   -2.6721692    2.1336206    1315.7895    9.7689776 
  110100        220.2    1.4041798    2.1041634   -4.7106463   -2.6064829    2.2474323    1315.7895   -2.0813672 
  110150        220.3    1.3635993    2.0433536   -4.6841185   -2.6407649    2.3283386    1315.7895    3.3928013 
  110200        220.4    1.4183641    2.1254186   -4.7526651   -2.6272465    2.0872286    1315.7895    2.5701254 
  110250        220.5     1.390545    2.0837317   -4.7589188   -2.6751872    2.0302583    1315.7895    5.6141201 
  110300        220.6    1.3576351    2.0344161    -4.707492   -2.6730758    2.2697698    1315.7895    4.0833124 
  110350        220.7    1.3827568     2.072061   -4.7119601    -2.639899     2.278687    1315.7895   -1.7501028 
  110400        220.8    1.4184796    2.1255917   -4.6984628   -2.5728711    2.3904026    1315.7895    3.2204752 
  110450        220.9    1.3823806    2.0714973   -4.6830686   -2.6115713    2.4462027    1315.7895   0.38669929 
  110500          221    1.4071759    2.1086531   -4.7431603   -2.6345072    2.1586429    1315.7895   0.87315025 
  110550        221.1    1.3857446    2.0765382    -4.730183   -2.6536448    2.2301238    1315.7895    7.0299394 
  110600        221.2     1.406003    2.1068955   -4.7438511   -2.6369557    2.1527784    1315.7895    7.4688976 
  110650        221.3     1.367151    2.0486758   -4.6641779   -2.6155021    2.4465057    1315.7895    1.7595279 
  110700        221.4    1.3571886    2.0337471   -4.7349059   -2.7011588    2.1269327    1315.7895    2.9196591 
  110750        221.5    1.3407294     2.009083   -4.7312908   -2.7222078    2.1825481    1315.7895    2.5612635 
  110800        221.6    1.3541718    2.0292264   -4.7372305    -2.708004    2.1958099    1315.7895    6.4269958 
  110850        221.7    1.3931824    2.0876838   -4.7397129   -2.6520291    2.1938241    1315.7895  -0.39151973 
  110900        221.8    1.3901088     2.083078   -4.7281169   -2.6450388    2.2797627    1315.7895    1.6577056 
  110950        221.9    1.3828349    2.0721781   -4.6953041   -2.6231261    2.4646989    1315.7895   0.94041113 
  111000          222    1.3746618    2.0599307   -4.7352655   -2.6753349    2.2305421    1315.7895    3.1355403 
  111050        222.1    1.3804929    2.0686686   -4.7496311   -2.6809625    2.1383465    1315.7895  -0.77998271 
  111100        222.2    1.3546225    2.0299018   -4.7223504   -2.6924487    2.2061753    1315.7895    6.0430515 
  111150        222.3     1.403872    2.1037022   -4.7449928   -2.6412906    2.2554544    1315.7895    8.6752052 
  111200        222.4    1.3500057    2.0229835   -4.7448422   -2.7218586    2.1412232    1315.7895 -0.057190375 
  111250        222.5    1.2959149    1.9419285   -4.6996194   -2.7576908    2.2712629    1315.7895    6.7621575 
  111300        222.6    1.2755522     1.911415   -4.7428129   -2.8313979    2.0557854    1315.7895     3.482884 
  111350        222.7    1.3951174    2.0905834   -4.7342736   -2.6436902    2.1845988    1315.7895   -1.9644854 
  111400        222.8    1.4007283    2.0989914   -4.6979318   -2.5989403    2.4404058    1315.7895     7.262705 
  111450        222.9    1.3742663    2.0593381   -4.7123284   -2.6529903    2.3309808    1315.7895    1.2031648 
  111500          223    1.3578761    2.0347773   -4.6896164   -2.6548391    2.3616609    1315.7895   0.33085763 
  111550        223.1    1.3740166    2.0589638   -4.7243179   -2.6653541     2.286632    1315.7895    1.1420633 
  111600        223.2    1.3663584    2.0474881   -4.7102926   -2.6628045    2.2755914    1315.7895    7.5024126 
  111650        223.3    1.3511762    2.0247375   -4.7234557   -2.6987182    2.1656633    1315.7895    7.3748587 
  111700        223.4    1.4166723    2.1228834   -4.7746524    -2.651769    1.9595349    1315.7895    1.0822274 
  111750        223.5    1.3966617    2.0928975    -4.721969   -2.6290715    2.1582988    1315.7895  0.084162532 
  111800        223.6    1.3796042    2.0673369   -4.7444767   -2.6771398    2.0984082    1315.7895   0.17886252 
  111850        223.7    1.3626222    2.0418894   -4.7215258   -2.6796364     2.211916    1315.7895    3.5906699 
  111900        223.8    1.4093126     2.111855   -4.7403635   -2.6285085    2.0969489    1315.7895    2.5397444 
  111950        223.9     1.488844    2.2310327   -4.7653561   -2.5343234    2.0914547    1315.7895    1.1111511 
  112000          224    1.4206542    2.1288503   -4.6914783    -2.562628    2.3675389    1315.7895  -0.18253693 
  112050        224.1      1.39861    2.0958171   -4.7123175   -2.6165004    2.2182896    1315.7895    2.3175466 
  112100        224.2    1.4281531    2.1400874   -4.7120857   -2.5719983    2.3135923    1315.7895   0.17430254 
  112150        224.3    1.4046282    2.1048353   -4.7073202   -2.6024849    2.3583677    1315.7895  0.028575718 
  112200        224.4    1.3939453     2.088827   -4.7153661   -2.6265391    2.2556449    1315.7895    3.6958094 
  112250        224.5    1.4045987    2.1047911   -4.6827218   -2.5779307    2.4224769    1315.7895    8.2441255 
  112300        224.6    1.4424472    2.1615071   -4.7294478   -2.5679407    2.2520835    1315.7895    3.3261099 
  112350        224.7    1.3958707    2.0917122     -4.72818   -2.6364678    2.2267805    1315.7895    2.9845319 
  112400        224.8    1.3572637    2.0338597   -4.6852043   -2.6513446    2.3387443    1315.7895    1.7700677 
  112450        224.9    1.4088886    2.1112196   -4.7160764   -2.6048568    2.2449351    1315.7895    4.1887006 
  112500          225    1.3765118    2.0627029   -4.7083652   -2.6456624    2.2250418    1315.7895   -1.8358998 
  112550        225.1    1.3987604    2.0960424   -4.6962716   -2.6002292    2.3822075    1315.7895  -0.25499386 
  112600        225.2    1.3736969    2.0584848    -4.714596   -2.6561112    2.3052348    1315.7895   -1.6928297 
  112650        225.3    1.3904731     2.083624   -4.6829701   -2.5993461    2.4089442    1315.7895   -1.7955829 
  112700        225.4    1.3997205    2.0974811   -4.6694423   -2.5719612    2.4589849    1315.7895   -1.9421483 
  112750        225.5    1.4926274    2.2367022    -4.732956   -2.4962538    2.3090484    1315.7895  -0.41305051 
  112800        225.6    1.4505846    2.1737011    -4.688667   -2.5149659    2.4728118    1315.7895    2.3022477 
  112850        225.7    1.3952759     2.090821    -4.635501   -2.5446801    2.6585437    1315.7895  -0.33045333 
  112900        225.8    1.3737085    2.0585021   -4.6463364   -2.5878343    2.5984185    1315.7895  -0.68632479 
  112950        225.9     1.429834    2.1426062    -4.745525   -2.6029188    2.1644668    1315.7895  -0.51751087 
  113000          226    1.4475204    2.1691093   -4.7632883   -2.5941791    2.0520054    1315.7895  -0.19337509 
  113050        226.1    1.4124402    2.1165417    -4.730127   -2.6135853    2.1893977    1315.7895 -0.075040978 
  113100        226.2    1.4203944     2.128461   -4.7189599   -2.5904989    2.3182727    1315.7895    4.7341188 
  113150        226.3    1.4832509    2.2226514   -4.6783815   -2.4557301    2.5255123    1315.7895   -0.8818792 
  113200        226.4    1.4687597    2.2009364   -4.6598486   -2.4589122    2.5449559    1315.7895    4.4290817 
  113250        226.5     1.422018     2.130894   -4.7142318   -2.5833378    2.2608897    1315.7895    4.8479072 
  113300        226.6    1.4240273     2.133905   -4.7627903   -2.6288854    2.0635779    1315.7895    3.1982154 
  113350        226.7    1.4343197    2.1493281   -4.7444286   -2.5951004     2.100808    1315.7895    5.0256458 
  113400        226.8    1.3772946     2.063876   -4.7219808   -2.6581049    2.1423674    1315.7895    5.2106754 
  113450        226.9    1.4150248    2.1204147   -4.7349252   -2.6145105    2.2273563    1315.7895    2.5897208 
  113500          227    1.4031124     2.102564   -4.7621602   -2.6595962    2.1200809    1315.7895    3.2751379 
  113550        227.1    1.4207369    2.1289743   -4.7369639   -2.6079896    2.2239565    1315.7895   0.97339062 
  113600        227.2    1.3493299    2.0219708   -4.6883366   -2.6663658    2.3656637    1315.7895   -1.1856331 
  113650        227.3    1.3332546     1.997882   -4.6608827   -2.6630006    2.4881004    1315.7895   0.64521672 
  113700        227.4    1.3839447    2.0738411   -4.7408191    -2.666978      2.21217    1315.7895  -0.27156565 
  113750        227.5    1.3605228    2.0387434   -4.7274852   -2.6887418    2.2735795    1315.7895     2.150012 
  113800        227.6    1.4427356    2.1619393   -4.7766251   -2.6146858     2.080345    1315.7895    -1.930517 
  113850        227.7    1.4275125    2.1391274   -4.7112306   -2.5721031    2.3247097    1315.7895   -1.4978508 
  113900        227.8    1.4345984    2.1497457   -4.6830257   -2.5332801    2.4206907    1315.7895    4.8818993 
  113950        227.9    1.3733518    2.0579676   -4.6286316    -2.570664    2.6613022    1315.7895    1.4874121 
  114000          228    1.4049384    2.1053003   -4.7135231   -2.6082228    2.3451342    1315.7895    1.0919355 
  114050        228.1    1.3708109    2.0541602   -4.6668451   -2.6126849    2.5057308    1315.7895   -2.2144495 
  114100        228.2    1.4030294    2.1024396   -4.7112727   -2.6088331    2.3420468    1315.7895   0.43353647 
  114150        228.3    1.3613253    2.0399459    -4.724039   -2.6840931    2.2456902    1315.7895    4.0529871 
  114200        228.4    1.3386987      2.00604   -4.7137035   -2.7076635    2.2466394    1315.7895    5.9229774 
  114250        228.5    1.3425645    2.0118329   -4.7366228   -2.7247898    2.2056841    1315.7895    1.9749161 
  114300        228.6    1.3385694    2.0058463   -4.7404791   -2.7346328    2.1703503    1315.7895    4.0129542 
  114350        228.7    1.3965193    2.0926842   -4.7858996   -2.6932153    2.0150505    1315.7895  -0.86336993 
  114400        228.8    1.3684397    2.0506068   -4.7562468     -2.70564    2.0820085    1315.7895   0.92607362 
  114450        228.9    1.3906552    2.0838968   -4.7380455   -2.6541487    2.1753344    1315.7895    5.3350074 
  114500          229    1.3685511    2.0507738   -4.7578003   -2.7070265    2.0884364    1315.7895   0.68194313 
  114550        229.1    1.4030316    2.1024428   -4.7612443   -2.6588015    2.1415883    1315.7895    3.1622154 
  114600        229.2    1.3803487    2.0684526   -4.7643348   -2.6958823    2.0936151    1315.7895  -0.39367477 
  114650        229.3    1.3336774    1.9985155   -4.7254043   -2.7268888    2.2097508    1315.7895      1.54128 
